id,area,bedrooms,bathrooms,stories,parking,location,furnishing,age_years,amenities_score,price
2237,519,5,5,1,3,Old Town,Unfurnished,37,5,1317024.35
2238,2484,3,2,1,3,Downtown,Unfurnished,1,4,11704428.11
2239,4449,2,2,1,0,Old Town,Fully-Furnished,31,1,10785538.24
2240,3160,1,1,3,0,Riverside,Fully-Furnished,15,6,15899800.77
2241,2990,4,4,4,3,Downtown,Fully-Furnished,33,7,15118518.53
2242,1125,4,4,4,1,Suburb North,Fully-Furnished,11,2,5135406.51
2243,2044,6,6,1,3,Hill View,Fully-Furnished,36,8,11784941.25
2244,2396,6,5,4,2,Riverside,Fully-Furnished,13,10,16124252.56
2245,4136,6,6,3,1,Suburb North,Fully-Furnished,5,10,26361225.59
2246,1796,3,2,1,2,Suburb South,Unfurnished,7,2,5261723.82
2247,945,5,1,3,0,Hill View,Semi-Furnished,24,4,4975235.54
2248,2756,6,4,3,3,Downtown,Fully-Furnished,3,0,16567779.43
2249,4415,5,4,4,2,Industrial Zone,Fully-Furnished,27,7,13960969.22
2250,2794,4,4,4,2,Suburb North,Semi-Furnished,12,6,13401737.88
2251,2197,6,1,3,2,Downtown,Unfurnished,26,3,9127921.65
2252,3313,2,2,2,0,Old Town,Fully-Furnished,24,4,10130556.99
2253,2975,2,2,4,0,Suburb North,Fully-Furnished,36,10,10860415.37
2254,2781,6,4,2,2,Riverside,Unfurnished,23,9,12579629.44
2255,482,2,2,3,0,Suburb South,Fully-Furnished,10,7,1948543.14
2256,1295,4,3,2,0,Hill View,Fully-Furnished,18,8,8080225.98
2257,2742,5,3,4,2,Industrial Zone,Semi-Furnished,27,3,6917500.76
2258,1803,3,3,2,2,Industrial Zone,Unfurnished,19,9,4469281.67
2259,2782,5,5,2,1,Industrial Zone,Semi-Furnished,37,7,6748620.5
2260,2804,3,3,3,0,Tech Park Area,Fully-Furnished,35,2,10553328.3
2261,645,5,3,4,1,Old Town,Fully-Furnished,30,3,2267603.05
2262,3190,5,5,3,0,Riverside,Unfurnished,6,0,15594269.47
2263,3563,5,4,2,0,Suburb South,Unfurnished,30,0,9647519.8
2264,1684,5,3,2,2,City Center,Semi-Furnished,21,7,10408481.8
2265,990,2,1,2,0,Downtown,Semi-Furnished,17,9,4790542.98
2266,1696,4,1,2,1,Old Town,Unfurnished,1,2,5617020.61
2267,4032,3,1,2,0,Riverside,Fully-Furnished,29,5,17978709.1
2268,3990,3,3,2,2,Old Town,Semi-Furnished,40,10,11479924.88
2269,4397,1,1,1,1,Suburb North,Semi-Furnished,23,8,14454069.43
2270,1512,6,3,4,3,Riverside,Unfurnished,4,3,8135355.18
2271,2705,3,1,2,2,Suburb South,Unfurnished,26,2,7908680.54
2272,3484,2,1,2,1,Industrial Zone,Semi-Furnished,18,2,7979308.4
2273,1301,6,1,1,2,Riverside,Fully-Furnished,28,9,6276719.56
2274,3486,6,6,4,0,Downtown,Fully-Furnished,20,2,20926995.84
2275,1599,4,4,1,1,Suburb North,Fully-Furnished,31,7,6894733.32
2276,713,4,3,2,0,Industrial Zone,Unfurnished,20,0,1505546.39
2277,2647,3,1,2,1,Tech Park Area,Fully-Furnished,17,6,12982631.96
2278,1192,4,3,2,1,Riverside,Unfurnished,33,2,4079386.73
2279,1407,1,1,1,1,Hill View,Semi-Furnished,36,1,4649831.88
2280,4045,1,1,1,1,Riverside,Semi-Furnished,26,7,14926125.55
2281,3456,6,1,4,3,Hill View,Unfurnished,28,6,15103555.68
2282,2409,5,5,3,2,Riverside,Fully-Furnished,3,2,13550389.8
2283,1966,2,1,1,1,Riverside,Fully-Furnished,37,8,8066090.0
2284,3792,4,2,2,0,Riverside,Semi-Furnished,8,0,15132083.21
2285,1662,4,1,1,0,Countryside,Fully-Furnished,10,2,4434644.66
2286,992,3,1,3,0,Countryside,Fully-Furnished,26,4,2370343.23
2287,2688,4,1,4,3,Hill View,Semi-Furnished,26,1,12430505.86
2288,3859,5,2,3,0,City Center,Semi-Furnished,40,8,17265605.6
2289,4023,4,2,4,1,Hill View,Fully-Furnished,4,2,23595790.38
2290,2902,1,1,4,3,Tech Park Area,Semi-Furnished,16,8,14073570.85
2291,1053,2,2,2,1,Countryside,Fully-Furnished,4,2,2605424.75
2292,796,1,1,1,3,Tech Park Area,Unfurnished,15,5,3414971.98
2293,2714,4,4,1,0,Countryside,Unfurnished,31,4,5379076.76
2294,3718,6,2,2,2,Suburb North,Fully-Furnished,39,9,13918094.26
2295,1903,2,2,3,0,Countryside,Unfurnished,11,2,3694184.45
2296,2466,4,3,2,1,Tech Park Area,Semi-Furnished,11,2,10448953.64
2297,3960,3,2,2,0,City Center,Unfurnished,24,10,19086937.31
2298,3771,3,3,2,1,Downtown,Fully-Furnished,34,3,15915931.86
2299,1637,3,3,4,0,Industrial Zone,Fully-Furnished,33,7,4529424.01
2300,2826,3,1,3,3,Downtown,Unfurnished,0,5,15121488.87
2301,1996,5,5,3,0,Old Town,Semi-Furnished,12,10,7704824.29
2302,1504,5,5,2,3,City Center,Fully-Furnished,13,2,11016684.47
2303,2898,6,3,4,1,Industrial Zone,Unfurnished,28,7,7541006.99
2304,3705,2,1,3,1,Downtown,Semi-Furnished,5,6,19046406.11
2305,792,2,2,2,0,Hill View,Fully-Furnished,10,2,4397261.92
2306,929,1,1,4,1,Downtown,Unfurnished,37,5,3097534.3
2307,3173,6,5,4,1,City Center,Unfurnished,29,10,18735306.46
2308,1081,6,4,2,2,Suburb South,Unfurnished,27,6,3252970.7
2309,3166,3,1,3,0,Riverside,Unfurnished,6,3,13519145.26
2310,3564,1,1,3,1,Suburb South,Unfurnished,5,2,11808735.8
2311,836,2,1,3,2,Tech Park Area,Fully-Furnished,7,5,4516351.82
2312,4012,4,4,4,3,City Center,Semi-Furnished,0,1,27308515.25
2313,899,5,3,3,0,City Center,Semi-Furnished,19,2,5174772.78
2314,3209,1,1,4,1,Old Town,Fully-Furnished,31,7,9687056.07
2315,2417,2,2,3,3,City Center,Semi-Furnished,25,4,12548234.84
2316,936,5,4,2,1,Industrial Zone,Fully-Furnished,11,1,3090829.02
2317,3378,4,2,2,0,Riverside,Unfurnished,1,4,15922632.68
2318,636,3,2,3,1,Suburb North,Semi-Furnished,31,8,2416359.17
2319,2777,6,6,1,0,Countryside,Fully-Furnished,28,2,7459318.66
2320,2114,5,5,3,0,Suburb South,Fully-Furnished,12,1,9186460.45
2321,531,1,1,4,3,City Center,Unfurnished,10,0,2257948.89
2322,1874,2,2,2,2,Riverside,Fully-Furnished,25,3,8506199.24
2323,465,3,1,3,1,Industrial Zone,Unfurnished,33,3,949307.85
2324,457,3,2,4,1,Old Town,Fully-Furnished,3,0,1632946.21
2325,2637,6,4,2,3,City Center,Unfurnished,14,2,15539923.07
2326,4093,2,2,4,1,Riverside,Semi-Furnished,26,1,15002234.57
2327,3050,1,1,2,3,Countryside,Unfurnished,15,6,6478430.03
2328,4403,1,1,1,1,Suburb South,Fully-Furnished,32,2,11746356.61
2329,1374,6,5,2,0,Tech Park Area,Fully-Furnished,14,5,8678046.62
2330,2338,6,5,1,3,Hill View,Fully-Furnished,1,6,19288000.82
2331,2425,4,4,1,0,City Center,Fully-Furnished,23,9,14385443.86
2332,3050,5,5,1,2,Riverside,Unfurnished,39,2,10030655.97
2333,2271,4,1,4,0,Hill View,Fully-Furnished,26,9,13806710.56
2334,3084,2,2,3,2,Countryside,Unfurnished,1,2,7442595.36
2335,1993,3,3,4,1,Old Town,Semi-Furnished,36,1,4517633.17
2336,2285,2,2,2,2,Hill View,Unfurnished,38,4,8479686.98
2337,3023,6,1,4,2,Suburb South,Fully-Furnished,38,0,9219939.06
2338,3019,4,2,4,3,Old Town,Semi-Furnished,4,7,11694864.87
2339,2073,4,1,1,3,Industrial Zone,Fully-Furnished,31,4,5468889.81
2340,3258,5,5,3,3,Industrial Zone,Unfurnished,32,3,8192233.32
2341,3734,5,3,1,3,Countryside,Unfurnished,18,7,8919842.35
2342,3030,3,2,4,0,City Center,Semi-Furnished,37,8,12924455.48
2343,1637,3,1,2,3,Downtown,Semi-Furnished,10,1,8352999.91
2344,4491,1,1,4,1,Countryside,Unfurnished,25,6,8297004.18
2345,2915,1,1,2,2,Tech Park Area,Semi-Furnished,22,8,11328155.3
2346,1357,1,1,1,2,Countryside,Semi-Furnished,34,8,2456212.76
2347,2887,6,4,3,0,Tech Park Area,Semi-Furnished,26,3,11657519.63
2348,4240,4,3,1,0,Downtown,Unfurnished,2,10,23233771.92
2349,2048,6,4,1,2,Riverside,Unfurnished,22,6,8444696.65
2350,2735,3,2,4,2,City Center,Semi-Furnished,36,0,11462381.65
2351,2415,6,1,1,3,Suburb South,Semi-Furnished,2,0,8386573.93
2352,3522,2,2,3,0,Downtown,Unfurnished,17,4,14454329.69
2353,4418,3,2,1,3,Countryside,Semi-Furnished,21,6,10267295.82
2354,4255,4,3,2,2,Downtown,Semi-Furnished,9,2,20431474.52
2355,4178,3,3,4,1,Hill View,Semi-Furnished,11,2,23887931.76
2356,1190,1,1,3,1,Riverside,Fully-Furnished,18,7,5862627.39
2357,1509,4,3,4,3,Industrial Zone,Fully-Furnished,18,10,5708919.04
2358,1975,5,2,4,2,Suburb South,Unfurnished,14,8,6953270.02
2359,475,4,1,2,2,Hill View,Fully-Furnished,22,3,2299427.7
2360,3323,5,1,1,1,City Center,Unfurnished,11,1,17828348.69
2361,728,6,6,4,1,Suburb South,Fully-Furnished,29,7,2859943.78
2362,3613,3,2,3,2,Hill View,Fully-Furnished,20,2,17914983.96
2363,3188,3,2,3,1,Hill View,Unfurnished,25,1,14053486.04
2364,1792,4,3,1,3,Suburb North,Unfurnished,21,0,5753541.56
2365,3058,1,1,3,0,Industrial Zone,Semi-Furnished,29,4,6374806.61
2366,1393,3,2,3,1,Industrial Zone,Semi-Furnished,33,4,2932874.2
2367,3683,4,1,3,2,Old Town,Semi-Furnished,12,4,11407939.45
2368,4141,5,2,1,2,Riverside,Semi-Furnished,32,8,15396439.84
2369,1249,1,1,4,0,Suburb North,Fully-Furnished,12,3,5342291.0
2370,2584,5,2,4,0,Tech Park Area,Semi-Furnished,32,8,12190147.76
2371,3776,5,1,3,1,Countryside,Fully-Furnished,30,3,7912989.78
2372,3838,5,4,2,2,Suburb North,Semi-Furnished,11,1,15481373.97
2373,1702,4,3,2,2,Riverside,Semi-Furnished,32,0,5581577.84
2374,2762,1,1,4,3,Riverside,Semi-Furnished,17,6,11764368.04
2375,3461,4,4,4,1,Old Town,Semi-Furnished,37,1,9606657.67
2376,1369,2,2,2,2,City Center,Fully-Furnished,27,4,7898214.49
2377,1848,1,1,1,0,Downtown,Fully-Furnished,38,8,7452041.65
2378,1383,5,1,2,2,Suburb South,Unfurnished,5,8,5408484.69
2379,3167,5,3,3,1,Industrial Zone,Semi-Furnished,17,8,10343002.16
2380,1668,5,5,4,2,Countryside,Unfurnished,35,5,3681523.96
2381,4094,4,3,3,1,Tech Park Area,Fully-Furnished,7,9,23302949.02
2382,1037,1,1,4,0,Suburb South,Semi-Furnished,33,8,2809995.3
2383,2942,4,1,4,0,Hill View,Fully-Furnished,33,4,15390945.29
2384,1525,3,1,3,1,City Center,Semi-Furnished,10,8,10074235.85
2385,4472,5,1,1,1,Riverside,Fully-Furnished,1,3,24456446.86
2386,1849,4,4,1,0,Old Town,Unfurnished,39,7,4753369.18
2387,776,3,3,1,0,Old Town,Fully-Furnished,36,10,2532567.33
2388,3863,1,1,4,0,Hill View,Semi-Furnished,9,8,22246599.84
2389,4237,4,4,2,1,Hill View,Unfurnished,40,10,17261081.55
2390,2516,5,1,4,0,Hill View,Unfurnished,8,10,14176905.4
2391,3506,6,1,1,1,Old Town,Unfurnished,0,3,12527069.25
2392,2631,2,2,4,2,Suburb South,Fully-Furnished,20,5,9118435.05
2393,3413,4,1,1,2,Tech Park Area,Unfurnished,32,1,10242058.51
2394,1792,1,1,3,1,Countryside,Unfurnished,25,1,3354613.56
2395,4270,6,6,4,1,City Center,Semi-Furnished,8,7,28337726.3
2396,3277,3,3,2,1,Hill View,Unfurnished,39,0,11625595.61
2397,3016,3,3,4,0,Hill View,Fully-Furnished,18,7,18685295.0
2398,802,6,3,4,3,Riverside,Fully-Furnished,31,9,3917246.52
2399,1870,1,1,4,2,Riverside,Semi-Furnished,39,0,5791438.83
2400,3883,5,2,4,3,Suburb South,Semi-Furnished,1,2,16044485.36
2401,2177,6,4,4,0,Hill View,Unfurnished,18,2,10836373.83
2402,1997,3,3,1,3,Suburb North,Unfurnished,6,9,9212709.33
2403,2341,3,2,3,2,City Center,Semi-Furnished,2,5,16058113.61
2404,603,2,2,1,1,Countryside,Unfurnished,0,4,1307736.95
2405,2169,2,2,2,0,Industrial Zone,Fully-Furnished,16,10,6609443.6
2406,925,5,5,2,2,Riverside,Unfurnished,36,6,3515313.98
2407,633,4,4,4,2,Old Town,Fully-Furnished,0,9,2781706.62
2408,2521,5,3,4,2,Hill View,Semi-Furnished,7,3,15881445.33
2409,3591,3,3,2,3,Suburb North,Semi-Furnished,17,3,12248187.56
2410,4414,4,4,1,0,City Center,Semi-Furnished,2,3,26074247.43
2411,1303,5,5,1,3,Riverside,Fully-Furnished,30,7,6616118.62
2412,1921,5,2,2,1,City Center,Semi-Furnished,30,7,8973484.48
2413,1478,1,1,1,0,Old Town,Unfurnished,22,3,3453545.26
2414,3058,4,1,2,1,City Center,Unfurnished,22,4,15103467.95
2415,4422,1,1,1,1,Riverside,Unfurnished,39,0,12094769.71
2416,1908,4,4,2,0,Industrial Zone,Semi-Furnished,4,0,5032857.08
2417,3276,4,4,3,0,Old Town,Unfurnished,10,4,10030879.96
2418,3648,2,2,1,0,Old Town,Semi-Furnished,39,4,7587781.44
2419,3048,2,1,3,3,Downtown,Fully-Furnished,35,7,13103645.89
2420,2046,3,3,2,1,Suburb South,Semi-Furnished,5,7,8741353.18
2421,3699,2,1,3,0,Industrial Zone,Fully-Furnished,13,2,10299192.17
2422,891,5,5,1,0,Riverside,Semi-Furnished,24,8,4061201.6
2423,3266,4,2,1,3,Downtown,Unfurnished,34,6,12755826.14
2424,3123,2,1,2,0,Downtown,Fully-Furnished,21,3,14516672.97
2425,3737,4,2,1,2,Riverside,Semi-Furnished,34,9,13471821.92
2426,1838,4,4,3,0,Downtown,Unfurnished,31,3,6825349.19
2427,4362,5,1,1,3,Riverside,Fully-Furnished,29,1,16902647.03
2428,3639,1,1,2,1,Suburb North,Unfurnished,13,8,13578153.52
2429,2769,1,1,1,3,Countryside,Unfurnished,11,1,4899522.29
2430,3823,3,3,3,3,Suburb North,Semi-Furnished,7,9,16609951.42
2431,3758,1,1,1,3,Industrial Zone,Semi-Furnished,15,6,8892271.45
2432,4457,2,1,3,2,Suburb South,Unfurnished,23,2,11198545.92
2433,2077,1,1,3,1,Riverside,Fully-Furnished,17,1,8104047.88
2434,3450,6,6,1,2,Industrial Zone,Fully-Furnished,28,7,12085368.86
2435,1989,5,1,2,1,City Center,Fully-Furnished,40,5,9400506.52
2436,1370,2,2,4,0,Countryside,Fully-Furnished,19,8,3319431.0
2437,4425,6,2,3,2,Hill View,Fully-Furnished,34,5,21452576.81
2438,601,2,1,1,0,Hill View,Fully-Furnished,37,1,2219883.25
2439,2210,5,4,3,3,Industrial Zone,Semi-Furnished,35,6,6050765.75
2440,4170,5,5,4,1,Riverside,Semi-Furnished,24,0,18951841.12
2441,2498,5,3,3,3,Industrial Zone,Unfurnished,32,3,5636855.8
2442,3142,5,1,1,0,Countryside,Semi-Furnished,39,9,5850244.88
2443,2240,3,1,1,3,Old Town,Fully-Furnished,33,3,6055599.66
2444,4390,6,6,2,1,Hill View,Unfurnished,17,8,23780416.29
2445,2240,3,3,1,1,Suburb North,Unfurnished,36,8,6652175.41
2446,1573,4,2,2,0,Suburb South,Unfurnished,10,3,5397865.39
2447,2463,6,6,2,0,Hill View,Semi-Furnished,0,3,16753816.95
2448,458,1,1,1,3,Riverside,Semi-Furnished,25,7,1669836.3
2449,905,5,1,1,0,Suburb North,Semi-Furnished,7,6,4056114.52
2450,544,5,1,4,1,Riverside,Unfurnished,31,3,2090749.76
2451,3489,5,5,4,0,City Center,Unfurnished,34,5,15883271.5
2452,4500,1,1,4,2,City Center,Unfurnished,2,0,20092881.88
2453,2894,5,5,3,1,Riverside,Semi-Furnished,7,1,14923860.11
2454,1450,4,1,1,0,Hill View,Unfurnished,38,8,5757911.45
2455,3293,3,3,2,2,Suburb South,Unfurnished,12,10,11544866.82
2456,3922,6,1,1,2,Riverside,Semi-Furnished,15,4,17525045.84
2457,572,4,3,4,2,Industrial Zone,Fully-Furnished,17,6,1883800.8
2458,1057,6,1,1,0,Tech Park Area,Unfurnished,17,10,5144594.86
2459,3768,2,2,1,1,Suburb South,Fully-Furnished,14,8,14775732.23
2460,4228,3,1,2,3,Suburb South,Unfurnished,33,5,11293725.8
2461,736,4,3,3,1,Countryside,Unfurnished,22,10,1909373.35
2462,2135,3,2,2,2,Countryside,Unfurnished,0,4,4821106.75
2463,2988,1,1,3,0,Tech Park Area,Unfurnished,26,1,10002634.73
2464,3670,6,3,3,0,Industrial Zone,Fully-Furnished,25,1,11328537.29
2465,699,4,4,2,1,Downtown,Semi-Furnished,27,6,3018582.23
2466,799,2,2,2,1,Countryside,Unfurnished,1,1,1853494.88
2467,3504,2,1,2,3,Suburb North,Semi-Furnished,5,2,12213939.25
2468,4154,3,3,1,3,City Center,Semi-Furnished,20,3,23399716.89
2469,3611,6,6,3,2,City Center,Fully-Furnished,2,4,29963219.36
2470,4111,2,2,4,1,Industrial Zone,Semi-Furnished,1,1,12070073.15
2471,1813,2,1,3,3,Riverside,Fully-Furnished,19,7,9378059.54
2472,1512,2,2,4,0,Countryside,Semi-Furnished,34,2,2594999.43
2473,1751,1,1,4,1,City Center,Semi-Furnished,0,8,10729144.31
2474,2163,6,6,4,2,City Center,Unfurnished,8,4,15131579.12
2475,4367,5,4,4,3,Tech Park Area,Semi-Furnished,39,4,17506331.63
2476,3849,1,1,1,1,Hill View,Unfurnished,2,6,20618791.43
2477,895,5,3,4,2,Suburb South,Unfurnished,15,5,3426067.82
2478,3774,2,2,1,2,City Center,Fully-Furnished,24,8,20194786.61
2479,902,2,1,3,3,Industrial Zone,Fully-Furnished,22,2,2348803.04
2480,2804,2,1,4,2,Industrial Zone,Fully-Furnished,5,1,7939261.26
2481,3359,5,4,2,0,Tech Park Area,Unfurnished,29,3,11592297.41
2482,3188,4,2,3,1,Hill View,Fully-Furnished,37,4,14953341.41
2483,3988,5,2,1,2,Old Town,Semi-Furnished,34,0,10742321.53
2484,2109,3,1,3,0,Suburb North,Unfurnished,11,1,6568263.31
2485,4046,3,3,2,2,Suburb North,Fully-Furnished,11,3,19164911.07
2486,935,6,4,1,2,Old Town,Fully-Furnished,33,6,2790700.13
2487,4324,2,2,2,0,Tech Park Area,Semi-Furnished,3,0,18027821.99
2488,705,6,2,1,3,Tech Park Area,Fully-Furnished,39,9,3561046.19
2489,652,1,1,3,0,Downtown,Unfurnished,19,7,2922585.26
2490,1435,1,1,1,3,Tech Park Area,Semi-Furnished,2,1,6814490.24
2491,3553,4,2,3,0,Tech Park Area,Semi-Furnished,6,9,20008362.02
2492,3912,6,4,3,2,Downtown,Fully-Furnished,7,1,23301290.44
2493,2242,3,2,3,1,Suburb North,Unfurnished,30,2,6630183.65
2494,3218,4,4,1,3,Suburb South,Semi-Furnished,38,0,8980553.81
2495,2366,1,1,1,3,Downtown,Fully-Furnished,32,1,10074608.17
2496,2375,2,1,2,3,Industrial Zone,Semi-Furnished,31,1,5050608.36
2497,2437,3,2,1,3,City Center,Fully-Furnished,6,0,13841460.63
2498,1624,5,1,3,2,Countryside,Fully-Furnished,2,0,4347078.28
2499,1502,6,6,3,1,Suburb South,Unfurnished,25,2,4545898.26
2500,3826,1,1,1,3,Old Town,Fully-Furnished,24,8,11644732.9
2501,2317,3,3,4,0,City Center,Semi-Furnished,22,1,11303681.35
2502,3276,1,1,3,1,Suburb North,Semi-Furnished,3,1,12974067.06
2503,4114,3,2,4,0,Downtown,Semi-Furnished,0,3,21268062.99
2504,640,6,5,3,1,Industrial Zone,Unfurnished,7,9,2172952.58
2505,1359,5,2,3,2,Tech Park Area,Unfurnished,14,0,5106878.19
2506,4189,1,1,1,0,Hill View,Unfurnished,2,2,17337404.32
2507,4183,1,1,4,2,Tech Park Area,Semi-Furnished,18,6,18997380.76
2508,1453,2,2,3,1,Industrial Zone,Fully-Furnished,5,1,4007639.26
2509,519,1,1,4,3,Industrial Zone,Unfurnished,31,8,1220073.04
2510,2847,4,1,3,3,Riverside,Fully-Furnished,21,5,14452907.0
2511,4195,1,1,1,3,Countryside,Semi-Furnished,6,2,8984290.49
2512,1974,5,4,1,2,Hill View,Semi-Furnished,9,6,12655927.53
2513,3069,1,1,2,1,City Center,Unfurnished,9,4,15696900.99
2514,2232,6,6,3,2,City Center,Semi-Furnished,29,2,10937409.56
2515,714,4,1,1,3,Riverside,Unfurnished,32,7,2362238.34
2516,2023,3,3,2,3,Downtown,Unfurnished,6,7,10306646.55
2517,4458,2,2,1,1,Countryside,Semi-Furnished,4,4,10962554.23
2518,1778,6,4,2,3,Downtown,Unfurnished,36,2,6837282.54
2519,3606,4,4,4,1,Countryside,Unfurnished,35,8,7961807.97
2520,637,4,4,4,2,Suburb South,Unfurnished,28,10,2339920.72
2521,3248,2,1,4,0,Riverside,Semi-Furnished,13,8,16244108.63
2522,2092,4,4,2,2,Old Town,Unfurnished,13,8,6819452.2
2523,2514,4,4,1,3,Downtown,Semi-Furnished,33,8,12883109.72
2524,2872,6,2,2,0,Hill View,Semi-Furnished,15,4,13929809.57
2525,3678,1,1,4,1,Old Town,Semi-Furnished,5,5,12111112.52
2526,2290,4,3,1,2,Riverside,Fully-Furnished,20,6,11275288.82
2527,3467,4,4,4,3,Hill View,Semi-Furnished,16,2,18365429.85
2528,765,5,5,1,1,Tech Park Area,Semi-Furnished,9,2,3812113.57
2529,3973,4,2,4,1,Suburb South,Unfurnished,11,2,14309035.81
2530,1053,4,1,1,0,Countryside,Semi-Furnished,31,6,2184671.63
2531,4417,4,1,4,1,Downtown,Semi-Furnished,10,9,27276213.92
2532,1973,1,1,3,3,Old Town,Fully-Furnished,14,0,5884430.14
2533,4300,1,1,1,1,Old Town,Unfurnished,11,0,11411613.01
2534,3509,4,4,1,0,Industrial Zone,Unfurnished,25,4,8211246.77
2535,767,1,1,1,0,Countryside,Semi-Furnished,1,3,1898432.69
2536,779,4,2,4,0,Hill View,Fully-Furnished,0,0,4624507.6
2537,1262,2,1,4,3,Suburb South,Semi-Furnished,17,6,4450408.99
2538,3943,1,1,2,2,Countryside,Semi-Furnished,15,8,8326492.76
2539,1360,5,1,4,2,Industrial Zone,Unfurnished,10,5,3943343.26
2540,2959,5,3,1,1,Old Town,Unfurnished,8,7,10269907.06
2541,3555,4,2,1,1,Old Town,Unfurnished,24,3,8821663.19
2542,645,3,3,1,1,City Center,Fully-Furnished,26,7,3630473.45
2543,1806,2,2,2,2,Hill View,Unfurnished,37,7,6593410.13
2544,3517,6,5,3,0,Countryside,Fully-Furnished,0,8,13817504.6
2545,2231,3,1,4,3,Hill View,Semi-Furnished,1,2,11376731.88
2546,491,6,6,1,1,Old Town,Unfurnished,10,2,1679280.22
2547,4153,3,3,2,0,Industrial Zone,Semi-Furnished,34,9,11033008.31
2548,2845,2,1,2,2,Riverside,Unfurnished,13,2,9588734.87
2549,1137,2,2,1,0,Suburb South,Semi-Furnished,21,5,3789864.46
2550,693,1,1,3,2,Hill View,Fully-Furnished,2,3,4350099.67
2551,2829,5,5,3,1,Old Town,Unfurnished,15,3,9478219.24
2552,1656,2,2,2,3,Suburb South,Unfurnished,34,0,3822554.0
2553,3508,6,5,2,0,Suburb South,Semi-Furnished,17,1,11714738.52
2554,2824,1,1,3,3,Hill View,Fully-Furnished,38,9,12196052.58
2555,681,1,1,2,3,City Center,Unfurnished,4,7,3669113.46
2556,2858,3,3,2,0,Downtown,Semi-Furnished,11,9,16681476.49
2557,1548,6,1,2,3,Hill View,Fully-Furnished,6,9,10322438.17
2558,2070,4,1,2,0,Countryside,Semi-Furnished,14,6,4663947.44
2559,2184,3,3,3,1,Tech Park Area,Fully-Furnished,25,4,10067916.37
2560,4125,2,2,1,3,Suburb North,Semi-Furnished,14,0,12778979.32
2561,2879,2,2,3,2,Suburb South,Semi-Furnished,3,3,9929362.62
2562,883,1,1,2,2,Hill View,Unfurnished,20,1,3284064.14
2563,3398,2,1,1,2,Riverside,Fully-Furnished,3,8,19821943.18
2564,2437,5,4,2,2,Countryside,Fully-Furnished,8,5,7920718.32
2565,1479,2,1,1,1,Industrial Zone,Fully-Furnished,20,8,4543742.69
2566,2869,2,2,1,2,Tech Park Area,Semi-Furnished,31,0,9714399.68
2567,3047,4,4,2,1,Riverside,Unfurnished,37,9,12346571.8
2568,2211,3,1,3,0,Suburb South,Semi-Furnished,29,8,7187334.88
2569,4382,4,3,1,2,Tech Park Area,Semi-Furnished,33,8,17260605.58
2570,3476,5,2,3,3,Countryside,Unfurnished,25,2,6437454.32
2571,2530,3,3,4,1,Old Town,Unfurnished,23,4,7486841.96
2572,3981,6,6,3,2,Suburb North,Fully-Furnished,25,2,17753297.78
2573,1157,2,2,1,0,Tech Park Area,Unfurnished,22,10,5119536.25
2574,2111,2,2,4,1,Tech Park Area,Semi-Furnished,12,9,11184598.44
2575,4057,2,2,1,0,Suburb South,Unfurnished,15,4,11070182.27
2576,2783,5,2,1,0,Old Town,Fully-Furnished,26,6,8527266.6
2577,3291,4,1,2,3,City Center,Unfurnished,16,5,18003440.93
2578,665,5,3,4,1,Suburb South,Unfurnished,30,4,2050863.97
2579,526,6,2,1,0,Suburb North,Fully-Furnished,14,3,2260829.49
2580,1272,5,5,2,1,Suburb South,Semi-Furnished,29,1,3656917.21
2581,2874,2,2,1,0,City Center,Unfurnished,33,2,10786158.09
2582,3149,1,1,4,2,City Center,Unfurnished,26,0,12445325.47
2583,2235,2,2,3,1,Tech Park Area,Fully-Furnished,22,0,8668040.96
2584,1783,2,2,2,1,Industrial Zone,Semi-Furnished,5,7,5721117.52
2585,3149,2,1,1,1,Riverside,Semi-Furnished,7,0,13013934.02
2586,3696,5,3,3,0,City Center,Semi-Furnished,8,3,23388042.6
2587,2043,3,3,3,0,Riverside,Semi-Furnished,11,7,9788650.34
2588,4114,4,4,3,3,City Center,Unfurnished,27,3,20796940.62
2589,2925,3,2,1,2,City Center,Unfurnished,30,5,13581513.67
2590,859,5,5,4,0,Suburb North,Semi-Furnished,39,9,3182564.12
2591,1156,3,2,1,1,Industrial Zone,Fully-Furnished,14,7,3514918.26
2592,3610,3,1,4,1,Riverside,Semi-Furnished,22,6,16083327.41
2593,3710,2,2,4,2,Countryside,Fully-Furnished,0,2,10411300.23
2594,1651,5,3,2,3,Suburb South,Semi-Furnished,35,9,5008861.67
2595,3268,4,2,2,3,Industrial Zone,Unfurnished,0,0,9087281.21
2596,1380,5,3,3,3,Industrial Zone,Unfurnished,5,6,4492969.02
2597,1410,3,1,1,1,Countryside,Fully-Furnished,4,4,4048544.88
2598,654,3,3,4,0,Industrial Zone,Unfurnished,29,8,1719306.65
2599,2590,3,3,2,3,Downtown,Semi-Furnished,24,1,11398683.47
2600,2298,6,6,3,3,Industrial Zone,Semi-Furnished,29,2,6491153.62
2601,2038,2,2,1,2,Industrial Zone,Fully-Furnished,5,8,6785373.0
2602,2569,6,5,1,0,Suburb South,Semi-Furnished,30,2,8257544.77
2603,900,1,1,3,0,Countryside,Fully-Furnished,35,6,1678178.64
2604,4448,2,2,4,3,Downtown,Semi-Furnished,2,3,25116353.72
2605,2269,3,3,2,1,Downtown,Semi-Furnished,30,10,10616069.83
